IGRP,PLANT_NAME,SITE_NAME,PLANT_CODE,EMM_REGION,FuelRegion,STATE,LAT,LON,UNIT_ID,ECPT,SCAP,HeatRate,CF,R_CO2,CO2_EMIS,CAP_COST,VAR_COST,ACTIVE,SOURCE_TYPE,OGSM_Region
3214,Hunlock Power Statio,CAP_GEN_P3176,3176,10,3,PA,41.2,-76.07,3,EC,125.5,8272,0.31,0.9,0.48,191.47,10,,GEN,1
3222,Manchester Street,CAP_GEN_P3236,3236,7,1,RI,41.81,-71.4,G10A,EC,471,8034,0.32,0.9,1.76,167.29,3.23,,GEN,1
3252,W S Lee,CAP_GEN_P3264,3264,14,13,SC,34.6,-82.43,ST10,EC,786,7050,0.79,0.9,2.57,797.46,10,,GEN,1
3277,Urquhart,CAP_GEN_P3295,3295,14,13,SC,33.43,-81.91,1,EC,128,7986,0.47,0.9,0.47,86.9,2.71,,GEN,1
3279,Urquhart,CAP_GEN_P3295,3295,14,13,SC,33.43,-81.91,CT1,EC,330,7986,0.47,0.9,1.22,219.98,2.71,,GEN,1
3281,Wateree,CAP_GEN_P3297,3297,14,13,SC,33.82,-80.62,1,B5,342,10344,0.5,0.9,2.86,734.48,7.99,,GEN,1
3283,Wateree,CAP_GEN_P3297,3297,14,13,SC,33.82,-80.62,2,B5,342,10271,0.5,0.9,2.84,733.46,8,,GEN,1
3286,Williams,CAP_GEN_P3298,3298,14,13,SC,33.01,-79.93,ST1,C7,605,10054,0.5,0.9,4.91,1019.35,6.92,,GEN,1
3318,Allen,CAP_GEN_P3393,3393,16,16,TN,35.07,-90.14,CTG2,EC,623.8,7050,0.45,0.9,2.04,673.06,10,,GEN,1
3320,Allen,CAP_GEN_P3393,3393,16,16,TN,35.07,-90.14,STG1,EC,428.3,7050,0.45,0.9,1.4,506.99,10,,GEN,1
3323,Bull Run,CAP_GEN_P3396,3396,16,16,TN,36.02,-84.15,1,C7,865,9896,0.5,0.9,6.92,1518.26,7.3,,GEN,1
3327,Cumberland (TN),CAP_GEN_P3399,3399,16,16,TN,36.39,-87.65,1,C7,1239,10155,0.5,0.9,10.17,1923.43,6.61,,GEN,1
3329,Cumberland (TN),CAP_GEN_P3399,3399,16,16,TN,36.39,-87.65,2,C7,1231,10168,0.5,0.9,10.12,1983.81,6.52,,GEN,1
3333,Gallatin (TN),CAP_GEN_P3403,3403,16,16,TN,36.31,-86.4,1,C1,225,10997,0.52,0.9,2,571.7,8.97,,GEN,1
3334,Gallatin (TN),CAP_GEN_P3403,3403,16,16,TN,36.31,-86.4,2,C1,225,10937,0.5,0.9,1.99,576.7,8.93,,GEN,1
3335,Gallatin (TN),CAP_GEN_P3403,3403,16,16,TN,36.31,-86.4,3,C1,263,10998,0.5,0.9,2.33,641,8.5,,GEN,1
3336,Gallatin (TN),CAP_GEN_P3403,3403,16,16,TN,36.31,-86.4,4,C1,263,10879,0.5,0.9,2.31,645.71,8.47,,GEN,1
3343,John Sevier,CAP_GEN_P3405,3405,16,16,TN,36.37,-82.96,STG1,EC,878,7085,0.6,0.9,2.89,384.39,2.22,,GEN,1
3355,Kingston,CAP_GEN_P3407,3407,16,16,TN,35.89,-84.51,1,C7,132,11376,0.5,0.9,1.21,436.2,10.21,,GEN,1
3357,Kingston,CAP_GEN_P3407,3407,16,16,TN,35.89,-84.51,2,C7,132,11426,0.5,0.9,1.21,437.85,10.19,,GEN,1
3359,Kingston,CAP_GEN_P3407,3407,16,16,TN,35.89,-84.51,3,C7,132,11478,0.5,0.9,1.22,436.5,10.21,,GEN,1
3361,Kingston,CAP_GEN_P3407,3407,16,16,TN,35.89,-84.51,4,C7,132,11406,0.5,0.9,1.21,436.69,10.21,,GEN,1
3363,Kingston,CAP_GEN_P3407,3407,16,16,TN,35.89,-84.51,5,C7,174,11420,0.5,0.9,1.6,519.23,9.39,,GEN,1
3366,Kingston,CAP_GEN_P3407,3407,16,16,TN,35.89,-84.51,6,C7,174,11415,0.5,0.9,1.6,516.35,9.41,,GEN,1
3369,Kingston,CAP_GEN_P3407,3407,16,16,TN,35.89,-84.51,7,C7,174,11407,0.5,0.9,1.6,518.99,9.39,,GEN,1
3372,Kingston,CAP_GEN_P3407,3407,16,16,TN,35.89,-84.51,8,C7,174,11413,0.5,0.9,1.6,522.11,9.36,,GEN,1
3375,Kingston,CAP_GEN_P3407,3407,16,16,TN,35.89,-84.51,9,C7,174,11527,0.5,0.9,1.62,520.38,9.38,,GEN,1
3401,Nueces Bay,CAP_GEN_P3441,3441,1,18,TX,27.81,-97.41,7,EC,633,7556,0.26,0.9,2.22,385.83,2.33,,GEN,2
3403,Victoria,CAP_GEN_P3443,3443,1,18,TX,28.78,-97.01,5,EC,288,7871,0.35,0.9,1.05,153.64,2.56,,GEN,2
3408,Newman,CAP_GEN_P3456,3456,20,18,TX,31.98,-106.43,4,EC,351,9108,0.46,0.9,1.48,119.83,2.61,,GEN,4
3410,Newman,CAP_GEN_P3456,3456,20,18,TX,31.98,-106.43,CT1,EC,138,9108,0.46,0.9,0.58,103.95,2.61,,GEN,4
3420,T H Wharton,CAP_GEN_P3469,3469,1,18,TX,29.94,-95.53,3,EC,664,9689,0.12,0.9,2.99,137.92,2.21,,GEN,2
3423,W A Parish,CAP_GEN_P3470,3470,1,18,TX,29.48,-95.63,5,B1,664,10679,0.62,0.9,5.73,1156.69,6.56,,GEN,2
3424,W A Parish,CAP_GEN_P3470,3470,1,18,TX,29.48,-95.63,6,B1,663,10647,0.53,0.9,5.7,1141.62,6.57,,GEN,2
3425,W A Parish,CAP_GEN_P3470,3470,1,18,TX,29.48,-95.63,7,B1,577,10708,0.66,0.9,4.99,991.76,7,,GEN,2
3426,W A Parish,CAP_GEN_P3470,3470,1,18,TX,29.48,-95.63,8,B5,610,10671,0.62,0.9,5.26,1074.33,6.77,,GEN,2
3670,John E Amos,CAP_GEN_P3935,3935,11,11,WV,38.47,-81.82,2,C7,800,9918,0.5,0.9,6.41,1453.93,7.44,,GEN,1
3672,John E Amos,CAP_GEN_P3935,3935,11,11,WV,38.47,-81.82,3,C7,1300,10009,0.5,0.9,10.52,2008.87,6.49,,GEN,1
3684,FirstEnergy Fort Mar,CAP_GEN_P3943,3943,11,11,WV,39.71,-79.92,1,C4,552,10441,0.6,0.9,4.66,994.24,6.99,,GEN,1
3686,FirstEnergy Fort Mar,CAP_GEN_P3943,3943,11,11,WV,39.71,-79.92,2,C4,546,10470,0.61,0.9,4.62,1008.15,6.95,,GEN,1
3688,FirstEnergy Harrison,CAP_GEN_P3944,3944,11,11,WV,39.38,-80.33,1,C7,652,10114,0.69,0.9,5.33,1076.81,6.76,,GEN,1
3689,FirstEnergy Harrison,CAP_GEN_P3944,3944,11,11,WV,39.38,-80.33,2,C7,651,10049,0.73,0.9,5.29,1050.85,6.83,,GEN,1
3690,FirstEnergy Harrison,CAP_GEN_P3944,3944,11,11,WV,39.38,-80.33,3,C7,651,10067,0.72,0.9,5.3,1075.26,6.76,,GEN,1
3698,Mitchell (WV),CAP_GEN_P3948,3948,11,11,WV,39.83,-80.81,1,C7,770,10574,0.5,0.9,6.58,1424.97,7.51,,GEN,1
3704,Mitchell (WV),CAP_GEN_P3948,3948,11,11,WV,39.83,-80.81,2,C7,790,10374,0.5,0.9,6.62,1474.74,7.39,,GEN,1
3710,Mt Storm,CAP_GEN_P3954,3954,13,11,WV,39.2,-79.26,1,C7,554,10405,0.5,0.9,4.66,969.98,7.24,,GEN,1
3712,Mt Storm,CAP_GEN_P3954,3954,13,11,WV,39.2,-79.26,2,C7,555,10305,0.5,0.9,4.62,952.95,7.12,,GEN,1
3714,Mt Storm,CAP_GEN_P3954,3954,13,11,WV,39.2,-79.26,3,C7,520,10625,0.5,0.9,4.46,974.23,7.1,,GEN,1
354,Harbor,CAP_GEN_P399,399,22,23,CA,33.77,-118.26,10B,EC,146,11701,0.03,0.9,0.79,117.24,2.67,,GEN,6
355,Harbor,CAP_GEN_P399,399,22,23,CA,33.77,-118.26,5,EC,56,11701,0.03,0.9,0.3,95.26,2.67,,GEN,6
358,Haynes,CAP_GEN_P400,400,22,23,CA,33.76,-118.09,10,EC,162.5,7141,0.52,0.9,0.53,144.25,2.04,,GEN,6
361,Haynes,CAP_GEN_P400,400,22,23,CA,33.76,-118.09,8,EC,235,7141,0.52,0.9,0.78,214.55,2.04,,GEN,6
362,Haynes,CAP_GEN_P400,400,22,23,CA,33.76,-118.09,9,EC,162.5,7141,0.52,0.9,0.53,144.25,2.04,,GEN,6
367,Scattergood,CAP_GEN_P404,404,22,23,CA,33.91,-118.42,4,EC,313,7175,0.55,0.9,1.04,397.85,10,,GEN,6
458,Cherokee,CAP_GEN_P469,469,24,20,CO,39.8,-104.96,7,EC,576,7154,0.54,0.9,1.91,634.28,10,,GEN,5
459,Comanche (CO),CAP_GEN_P470,470,24,20,CO,38.2,-104.57,1,B7,325,11141,0.71,0.9,2.92,719.34,8.07,,GEN,5
461,Comanche (CO),CAP_GEN_P470,470,24,20,CO,38.2,-104.57,2,B7,335,10942,0.71,0.9,2.96,730.24,8.01,,GEN,5
463,Comanche (CO),CAP_GEN_P470,470,24,20,CO,38.2,-104.57,3,B7,749.99,10500,0.57,0.9,6.36,1472.2,7.4,,GEN,5
3900,Thomas C Ferguson,CAP_GEN_P4937,4937,1,18,TX,30.55,-98.37,STG,EC,515.97,7050,0.71,0.9,1.69,9999,9999,,GEN,2
3902,Barney M Davis,CAP_GEN_P4939,4939,1,18,TX,27.6,-97.31,2,EC,633,7688,0.23,0.9,2.26,374.02,2.33,,GEN,2
5709,Pittsfield Generatin,CAP_GEN_P50002,50002,7,1,MA,42.45,-73.21,GEN3,EC,110.1,9330,0.04,0.9,0.47,60.63,3.05,,GEN,1
5710,Pittsfield Generatin,CAP_GEN_P50002,50002,7,1,MA,42.45,-73.21,GEN4,EC,47.6,9330,0.04,0.9,0.2,84.89,3.05,,GEN,1
5712,Linden Cogen Plant,CAP_GEN_P50006,50006,8,2,NJ,40.63,-74.21,GTG2,EC,654.8,9464,0.66,0.9,2.88,121.92,2.87,,GEN,1
5713,Linden Cogen Plant,CAP_GEN_P50006,50006,8,2,NJ,40.63,-74.21,STG1,EC,296.3,9464,0.66,0.9,1.3,121.92,2.87,,GEN,1
5734,Paris Energy Center,CAP_GEN_P50109,50109,1,18,TX,33.69,-95.55,GEN2,EC,158,8936,0.19,0.9,0.65,133.87,2.59,,GEN,4
5735,Paris Energy Center,CAP_GEN_P50109,50109,1,18,TX,33.69,-95.55,GEN3,EC,78,8936,0.19,0.9,0.32,127.34,2.59,,GEN,4
5739,Signal Hill Generati,CAP_GEN_P50127,50127,1,18,TX,33.86,-98.58,GTB,EC,76.1,13994,0.01,0.9,0.49,48.7,4.22,,GEN,4
5791,Bethpage Power Plant,CAP_GEN_P50292,50292,8,2,NY,40.74,-73.49,GEN3,EC,55,8943,0.33,0.9,0.22,28.16,4.55,,GEN,1
5794,Bethpage Power Plant,CAP_GEN_P50292,50292,8,2,NY,40.74,-73.49,GEN6,EC,82,8943,0.33,0.9,0.34,125.46,4.55,,GEN,1
5824,Newark Bay Cogenerat,CAP_GEN_P50385,50385,10,2,NJ,40.72,-74.13,GEN1,EC,120.2,9469,0.03,0.9,0.52,78.08,3.43,,GEN,1
5841,Indeck Silver Spring,CAP_GEN_P50449,50449,9,2,NY,42.65,-78.07,GEN2,EC,51.9,9928,0.07,0.9,0.23,49.93,4.88,,GEN,1
5951,Parlin Power Plant,CAP_GEN_P50799,50799,10,2,NJ,40.46,-74.32,GEN2,EC,73.4,10050,9.00E-03,0.9,0.34,95.22,4.51,,GEN,1
5952,Parlin Power Plant,CAP_GEN_P50799,50799,10,2,NJ,40.46,-74.32,GEN4,EC,41.2,10050,0.01,0.9,0.19,52.62,4.51,,GEN,1
5953,Odyssey Energy Altur,CAP_GEN_P50815,50815,1,18,TX,29.81,-95.1,GEN1,EC,596.3,11648,0.65,0.9,3.23,92.15,2.42,,GEN,2
5961,TES Filer City Stati,CAP_GEN_P50835,50835,5,5,MI,44.21,-86.28,GEN1,B7,60,12851,0.93,0.9,0.62,161.97,10,,GEN,1
5966,OLS Energy Chino,CAP_GEN_P50850,50850,22,23,CA,33.99,-117.68,GEN2,EC,29,9595,0.03,0.9,0.12,20.91,6.12,,GEN,6
5967,CSUCI Site Authority,CAP_GEN_P50851,50851,22,23,CA,34.16,-119.04,GEN2,EC,28.3,8843,0.01,0.9,0.11,25.22,6.34,,GEN,6
5989,Northampton Generati,CAP_GEN_P50888,50888,10,3,PA,40.69,-75.47,GEN1,B3,112,10953,0.5,0.9,0.99,417.5,10.44,,GEN,1
6005,Hardee Power Station,CAP_GEN_P50949,50949,2,15,FL,27.63,-81.96,GEN1,EC,140,8697,0.31,0.9,0.56,112.72,2.78,,GEN,2
6006,Hardee Power Station,CAP_GEN_P50949,50949,2,15,FL,27.63,-81.96,GEN3,EC,78,8697,0.31,0.9,0.31,125.6,2.78,,GEN,2
6008,Sunnyside Cogen Asso,CAP_GEN_P50951,50951,25,20,UT,39.54,-110.39,GEN1,B3,51,12180,0.87,0.9,0.5,143.37,10,,GEN,5
6016,Scrubgrass Reclamati,CAP_GEN_P50974,50974,10,3,PA,41.26,-79.81,GEN1,B3,83.2,13809,0.5,0.9,0.92,310.41,12.07,,GEN,1
6018,Carr Street Generati,CAP_GEN_P50978,50978,9,2,NY,43.06,-76.08,GEN2,EC,70,8727,0.12,0.9,0.28,66.72,3.98,,GEN,1
6019,Carr Street Generati,CAP_GEN_P50978,50978,9,2,NY,43.06,-76.08,GEN3,EC,23,8727,0.12,0.9,0.09,44.48,3.98,,GEN,1
6025,Ocean State Power,CAP_GEN_P51030,51030,7,1,RI,42.01,-71.66,GEN2,EC,142.4,8254,0.52,0.9,0.54,99.81,2.79,,GEN,1
6026,Ocean State Power,CAP_GEN_P51030,51030,7,1,RI,42.01,-71.66,GEN3,EC,76.2,8254,0.35,0.9,0.29,106.84,2.79,,GEN,1
6033,Doswell Energy Cente,CAP_GEN_P52019,52019,13,12,VA,37.82,-77.44,GEN1,EC,209.4,8674,0.67,0.9,0.84,131.1,2.39,,GEN,1
6101,Kennedy Internationa,CAP_GEN_P54114,54114,8,2,NY,40.64,-73.77,GEN1,EC,126.1,9124,0.43,0.9,0.53,93.26,3.66,,GEN,1
6104,Fortistar North Tona,CAP_GEN_P54131,54131,9,2,NY,43.04,-78.85,GEN1,EC,36.8,8676,0.01,0.9,0.14,109.5,4.95,,GEN,1
6105,Fortistar North Tona,CAP_GEN_P54131,54131,9,2,NY,43.04,-78.85,GEN2,EC,20,8676,0.01,0.9,0.08,44.92,4.95,,GEN,1
6122,Saguaro Power,CAP_GEN_P54271,54271,25,20,NV,36.04,-115.01,CTG2,EC,72,9169,0.82,0.9,0.3,33.81,7.65,,GEN,5
6123,Saguaro Power,CAP_GEN_P54271,54271,25,20,NV,36.04,-115.01,STG,EC,29,9169,0.82,0.9,0.12,26.29,7.65,,GEN,5
6137,Ocean State Power II,CAP_GEN_P54324,54324,7,1,RI,42.01,-71.67,GEN1,EC,142.4,8684,0.43,0.9,0.57,99.79,2.79,,GEN,1
6138,Ocean State Power II,CAP_GEN_P54324,54324,7,1,RI,42.01,-71.67,GEN3,EC,76.2,8684,0.34,0.9,0.3,106.82,2.79,,GEN,1
6146,Nevada Cogen Associa,CAP_GEN_P54349,54349,25,20,NV,36.22,-114.87,GTA,EC,93.1,9547,0.88,0.9,0.41,25.61,7.85,,GEN,5
6147,Nevada Cogen Assoc#1,CAP_GEN_P54350,54350,25,20,NV,36.34,-114.92,GTB,EC,85.5,9251,0.95,0.9,0.36,25.38,7.47,,GEN,5
6149,Orange Cogeneration,CAP_GEN_P54365,54365,2,15,FL,27.87,-81.82,APC1,EC,110.6,8183,0.39,0.9,0.42,73.69,3.82,,GEN,2
6166,Mulberry Cogeneratio,CAP_GEN_P54426,54426,2,15,FL,27.84,-81.87,GT1,EC,78,8770,0.38,0.9,0.31,137.12,3.64,,GEN,2
6167,Mulberry Cogeneratio,CAP_GEN_P54426,54426,2,15,FL,27.84,-81.87,ST1,EC,37,8770,0.38,0.9,0.15,66.75,3.64,,GEN,2
6170,Orlando Cogen LP,CAP_GEN_P54466,54466,2,15,FL,28.44,-81.41,GEN1,EC,120,8109,0.93,0.9,0.45,166.62,15.08,,GEN,2
6174,Sumas Power Plant,CAP_GEN_P54476,54476,23,22,WA,48.99,-122.27,GEN2,EC,125.5,8454,0.45,0.9,0.49,74.85,3.37,,GEN,6
6180,Ferndale Generating,CAP_GEN_P54537,54537,23,22,WA,48.82,-122.68,CT1B,EC,172,7554,0.55,0.9,0.6,247.32,10,,GEN,6
6181,Ferndale Generating,CAP_GEN_P54537,54537,23,22,WA,48.82,-122.68,ST1,EC,98,7554,0.55,0.9,0.34,231.57,10,,GEN,6
6284,Gordonsville Energy,CAP_GEN_P54844,54844,13,12,VA,38.12,-78.2,GOR1,EC,136.8,8302,0.41,0.9,0.52,130.16,3.72,,GEN,1
6285,Gordonsville Energy,CAP_GEN_P54844,54844,13,12,VA,38.12,-78.2,GOR3,EC,81.2,9633,0.41,0.9,0.36,78.48,3.72,,GEN,1
6304,Brooklyn Navy Yard C,CAP_GEN_P54914,54914,8,2,NY,40.69,-73.97,2,EC,179.97,9397,0.88,0.9,0.78,82.48,6.71,,GEN,1
6305,Brooklyn Navy Yard C,CAP_GEN_P54914,54914,8,2,NY,40.69,-73.97,4,EC,69.96,9397,0.88,0.9,0.3,32.99,6.71,,GEN,1
6306,Michigan Power LP,CAP_GEN_P54915,54915,5,5,MI,43.93,-86.42,G001,EC,128,9147,0.72,0.9,0.54,99.69,3.07,,GEN,1
6333,LSP-Cottage Grove LP,CAP_GEN_P55010,55010,3,7,MN,44.79,-92.91,CTG1,EC,154,8363,0.34,0.9,0.59,73.07,8.31,,GEN,3
6334,LSP-Cottage Grove LP,CAP_GEN_P55010,55010,3,7,MN,44.79,-92.91,STG1,EC,97,8363,0.34,0.9,0.37,45.82,11.08,,GEN,3
6335,LSP-Whitewater LP,CAP_GEN_P55011,55011,3,6,WI,42.85,-88.73,CTG1,EC,161.99,8208,0.37,0.9,0.61,78.8,10.73,,GEN,1
6336,LSP-Whitewater LP,CAP_GEN_P55011,55011,3,6,WI,42.85,-88.73,STG1,EC,98.99,8208,0.37,0.9,0.37,48.78,10.73,,GEN,1
6339,Dighton Power Plant,CAP_GEN_P55026,55026,7,1,MA,41.83,-71.12,UNT1,EC,163.4,8008,0.22,0.9,0.6,257.43,3.3,,GEN,1
6342,Mid-Georgia Cogenera,CAP_GEN_P55040,55040,15,14,GA,32.48,-83.6,CT1,EC,203,8745,0.06,0.9,0.82,125.5,2.46,,GEN,1
6343,Mid-Georgia Cogenera,CAP_GEN_P55040,55040,15,14,GA,32.48,-83.6,ST1,EC,100,8745,0.06,0.9,0.4,121.95,2.46,,GEN,1
6344,Berkshire Power,CAP_GEN_P55041,55041,7,1,MA,42.04,-72.64,GEN2,EC,229.3,7451,0.26,0.9,0.79,298.87,2.83,,GEN,1
6345,Bridgeport Energy Pr,CAP_GEN_P55042,55042,7,1,CT,41.16,-73.18,GEN1,EC,532,7098,0.54,0.9,1.75,143.63,2.21,,GEN,1
6346,Cherokee County Coge,CAP_GEN_P55043,55043,14,13,SC,35.07,-81.61,ST1,EC,86,8279,0.44,0.9,0.33,75.37,3.88,,GEN,1
6347,Pasadena Cogeneratio,CAP_GEN_P55047,55047,1,18,TX,29.72,-95.17,CTG1,EC,720,7652,0.54,0.9,2.56,184.43,2.5,,GEN,2
6387,Rhode Island State E,CAP_GEN_P55107,55107,7,1,RI,41.8,-71.51,CTG1,EC,554,7082,0.62,0.9,1.82,147.36,2.08,,GEN,1
6406,Sutter Energy Center,CAP_GEN_P55112,55112,20,23,CA,39.05,-121.69,CT01,EC,530,7685,0.2,0.9,1.89,166.3,2.12,,GEN,6
6408,Magic Valley Generat,CAP_GEN_P55123,55123,1,18,TX,26.34,-98.19,CTG2,EC,682,7338,0.49,0.9,2.32,237.22,2.4,,GEN,2
6409,Griffith Energy LLC,CAP_GEN_P55124,55124,20,21,AZ,35.05,-114.13,STG,EC,570,7262,0.52,0.9,1.92,248.54,2.01,,GEN,5
6411,Milford Power Projec,CAP_GEN_P55126,55126,7,1,CT,41.22,-73.1,CA01,EC,534.3,7322,0.7,0.9,1.82,311.29,2.77,,GEN,1
6414,Desert Basin,CAP_GEN_P55129,55129,20,21,AZ,32.9,-111.78,CTG1,EC,324,7415,0.35,0.9,1.11,198.35,2.42,,GEN,5
6416,Desert Basin,CAP_GEN_P55129,55129,20,21,AZ,32.9,-111.78,STG,EC,253,7415,0.35,0.9,0.87,309.77,2.42,,GEN,5
6417,Kendall County Gener,CAP_GEN_P55131,55131,12,5,IL,41.48,-88.25,CTG1,EC,1140,7636,0.61,0.9,4.05,192.66,2.6,,GEN,1
6418,Tenaska Gateway Gene,CAP_GEN_P55132,55132,1,18,TX,32.01,-94.62,GTG3,EC,442.9,7431,0.43,0.9,1.53,88.6,12.97,,GEN,2
6419,Tenaska Gateway Gene,CAP_GEN_P55132,55132,1,18,TX,32.01,-94.62,STG1,EC,401.97,7431,0.43,0.9,1.39,238.62,12.97,,GEN,2
6421,Rio Nogales Power Pr,CAP_GEN_P55137,55137,1,18,TX,29.59,-97.97,CTG3,EC,777,7229,0.49,0.9,2.61,790.82,10,,GEN,2
6423,Wolf Hollow I LP,CAP_GEN_P55139,55139,1,18,TX,32.33,-97.73,CTG1,EC,750.5,7528,0.31,0.9,2.62,242.12,2.35,,GEN,4
6426,Hays Energy Project,CAP_GEN_P55144,55144,1,18,TX,29.78,-97.98,U1,EC,941,7671,0.35,0.9,3.35,283.18,2.89,,GEN,2
6427,Green Country Energy,CAP_GEN_P55146,55146,17,18,OK,35.98,-95.93,STG3,EC,783,7253,0.63,0.9,2.64,130.29,2.71,,GEN,3
6429,Lake Road Generating,CAP_GEN_P55149,55149,7,1,CT,41.87,-71.89,U1,EC,828.8,7434,0.73,0.9,2.86,318.66,2.81,,GEN,1
6430,La Paloma Generating,CAP_GEN_P55151,55151,21,23,CA,35.29,-119.59,GEN2,EC,1010,7502,0.21,0.9,3.52,294.6,2.74,,GEN,6
6431,Guadalupe Generating,CAP_GEN_P55153,55153,1,18,TX,29.62,-98.14,CTG1,EC,1011.6,7092,0.59,0.9,3.33,146.07,2.16,,GEN,2
6432,Lost Pines 1 Power P,CAP_GEN_P55154,55154,1,18,TX,30.14,-97.27,CTA,EC,169,7299,0.51,0.9,0.57,80.73,4.15,,GEN,2
6434,Lost Pines 1 Power P,CAP_GEN_P55154,55154,1,18,TX,30.14,-97.27,CTB,EC,169,7299,0.51,0.9,0.57,79.75,4.15,,GEN,2
6436,Lost Pines 1 Power P,CAP_GEN_P55154,55154,1,18,TX,30.14,-97.27,ST,EC,172,7299,0.51,0.9,0.58,89.48,4.15,,GEN,2
6448,Bastrop Energy Cente,CAP_GEN_P55168,55168,1,18,TX,30.14,-97.55,2,EC,526,8004,0.46,0.9,1.95,154.44,2.01,,GEN,2
6449,Granite Ridge,CAP_GEN_P55170,55170,7,1,NH,42.9,-71.42,CT12,EC,678,7433,0.44,0.9,2.34,237.23,2.39,,GEN,1
6450,Bosque County Peakin,CAP_GEN_P55172,55172,1,18,TX,31.85,-97.35,GT-2,EC,758,7050,0.62,0.9,2.48,172.03,2.51,,GEN,2
6451,Acadia Energy Center,CAP_GEN_P55173,55173,6,18,LA,30.42,-92.41,CT11,EC,1058.2,7672,0.63,0.9,3.77,162.27,2.03,,GEN,2
6453,Eastman Cogeneration,CAP_GEN_P55176,55176,17,18,TX,32.44,-94.69,GEN1,EC,417.2,10087,0.55,0.9,1.95,168.21,2.14,,GEN,2
6454,South Point Energy C,CAP_GEN_P55177,55177,20,21,AZ,34.86,-114.53,ST1,EC,550,7995,0.39,0.9,2.04,172.6,2.04,,GEN,5
6455,Dogwood Energy Facil,CAP_GEN_P55178,55178,18,9,MO,38.79,-94.3,CT-2,EC,656.43,8137,0.33,0.9,2.48,87.54,9.65,,GEN,3
6456,Rathdrum Power LLC,CAP_GEN_P55179,55179,23,19,ID,47.78,-116.92,STG1,EC,248,7100,0.71,0.9,0.81,121.94,2.78,,GEN,5
6457,Sunrise Power LLC,CAP_GEN_P55182,55182,21,23,CA,35.21,-119.58,STG,EC,545,7133,0.54,0.9,1.8,108.41,3.97,,GEN,6
6458,Nelson Energy Center,CAP_GEN_P55183,55183,12,5,IL,41.77,-89.6,ST1,EC,586,7258,0.6,0.9,1.97,642.48,10,,GEN,1
6459,Channelview Cogenera,CAP_GEN_P55187,55187,1,18,TX,29.83,-95.12,GT2,EC,767,10642,0.77,0.9,3.79,152.73,4.46,,GEN,2
6460,Cordova Energy,CAP_GEN_P55188,55188,12,5,IL,41.71,-90.28,PT31,EC,521.2,7050,0.24,0.9,1.7,179.88,2.07,,GEN,1
3464,Silas Ray,CAP_GEN_P3559,3559,1,18,TX,25.91,-97.52,6,EC,62,10394,0.08,0.9,0.29,49.93,4.38,,GEN,2
309,Mountainview Generat,CAP_GEN_P358,358,22,23,CA,34.08,-117.24,MV3B,EC,1018,7874,0.31,0.9,3.73,138.81,2.08,,GEN,6
3487,J Robert Massengale,CAP_GEN_P3604,3604,17,18,TX,33.6,-101.84,6A,EC,74,9508,0.15,0.9,0.32,37.4,4.4,,GEN,4
3506,Sam Rayburn,CAP_GEN_P3631,3631,1,18,TX,28.89,-97.13,10,EC,37,9824,0.11,0.9,0.16,54.08,2.97,,GEN,2
3510,Sam Rayburn,CAP_GEN_P3631,3631,1,18,TX,28.89,-97.13,8,EC,146,9824,0.11,0.9,0.66,71.63,2.97,,GEN,2
321,Grayson,CAP_GEN_P377,377,22,23,CA,34.15,-118.27,2,EC,38,11605,6.00E-03,0.9,0.2,64.05,5.56,,GEN,6
323,Grayson,CAP_GEN_P377,377,22,23,CA,34.15,-118.27,8A,EC,72,11605,6.00E-03,0.9,0.38,87.64,5.56,,GEN,6
3603,Chesterfield,CAP_GEN_P3797,3797,13,12,VA,37.38,-77.38,5,C7,336,10228,0.5,0.9,2.77,745.98,8.01,,GEN,1
3605,Chesterfield,CAP_GEN_P3797,3797,13,12,VA,37.38,-77.38,6,B5,670,10176,0.5,0.9,5.51,1109.8,6.67,,GEN,1
3607,Chesterfield,CAP_GEN_P3797,3797,13,12,VA,37.38,-77.38,CT7,EC,282,7445,0.65,0.9,0.97,237.6,2.98,,GEN,1
3608,Chesterfield,CAP_GEN_P3797,3797,13,12,VA,37.38,-77.38,CW7,EC,110,7445,0.65,0.9,0.38,92.02,2.98,,GEN,1
3620,Possum Point,CAP_GEN_P3804,3804,13,12,VA,38.53,-77.28,6B,EC,340,7179,0.59,0.9,1.13,135.84,2.01,,GEN,1
3621,Possum Point,CAP_GEN_P3804,3804,13,12,VA,38.53,-77.28,6ST,EC,233,7433,0.59,0.9,0.8,240.48,2.01,,GEN,1
3635,Transalta Centralia,CAP_GEN_P3845,3845,23,22,WA,46.75,-122.86,2,C4,670,11172,0.51,0.9,6.05,1427.15,7.5,,GEN,6
335,El Centro Hybrid,CAP_GEN_P389,389,20,23,CA,32.8,-115.54,2,EC,32.5,8158,0.36,0.9,0.12,50.18,3.58,,GEN,6
336,El Centro Hybrid,CAP_GEN_P389,389,20,23,CA,32.8,-115.54,2A,EC,73,8158,0.36,0.9,0.27,133.82,3.58,,GEN,6
338,El Centro Hybrid,CAP_GEN_P389,389,20,23,CA,32.8,-115.54,31,EC,120,8158,0.36,0.9,0.45,70.25,3.58,,GEN,6
3668,John E Amos,CAP_GEN_P3935,3935,11,11,WV,38.47,-81.82,1,C7,800,9896,0.5,0.9,6.4,1457.19,7.43,,GEN,1
