TECH,MNUMCR,MNUMYR,CAPAVAIL,CAPLAN,CAPNEW
SMR_ADV,1,30,0,0,0.1
SMR_ADV,1,31,0,0,0.1
SMR_ADV,1,32,0,0,0.1
SMR_ADV,1,33,0,0,0.1
SMR_ADV,1,34,0,0,0.1
SMR_ADV,1,35,0,0,0.1
SMR_ADV,1,36,0,0,0.1
SMR_ADV,1,37,0,0,0.1
SMR_ADV,1,38,0,0,0.1
SMR_ADV,1,39,0,0,0.1
SMR_ADV,1,40,0,0,0.1
SMR_ADV,1,41,0,0,0.1
SMR_ADV,1,42,0,0,0.1
SMR_ADV,1,43,0,0,0.1
SMR_ADV,1,44,0,0,0.1
SMR_ADV,1,45,0,0,0.1
SMR_ADV,1,46,0,0,0.1
SMR_ADV,1,47,0,0,0.1
SMR_ADV,1,48,0,0,0.1
SMR_ADV,1,49,0,0,0.1
SMR_ADV,1,50,0,0,0.1
SMR_ADV,1,51,0,0,0.1
SMR_ADV,1,52,0,0,0.1
SMR_ADV,1,53,0,0,0.1
SMR_ADV,1,54,0,0,0.1
SMR_ADV,1,55,0,0,0.1
SMR_ADV,1,56,0,0,0.1
SMR_ADV,1,57,0,0,0.1
SMR_ADV,1,58,0,0,0.1
SMR_ADV,1,59,0,0,0.1
SMR_ADV,1,60,0,0,0.1
SMR_ADV,1,61,0,0,0.1
SMR_ADV,2,1,0,0,0.1
SMR_ADV,2,2,0,0,0.1
SMR_ADV,2,3,0,0,0.1
SMR_ADV,2,4,0,0,0.1
SMR_ADV,2,5,0,0,0.1
SMR_ADV,2,6,0,0,0.1
SMR_ADV,2,7,0,0,0.1
SMR_ADV,2,8,0,0,0.1
SMR_ADV,2,9,0,0,0.1
SMR_ADV,2,10,0,0,0.1
SMR_ADV,2,11,0,0,0.1
SMR_ADV,2,12,0,0,0.1
SMR_ADV,2,13,0,0,0.1
SMR_ADV,2,14,0,0,0.1
SMR_ADV,2,15,0,0,0.1
SMR_ADV,2,16,0,0,0.1
SMR_ADV,2,17,0,0,0.1
SMR_ADV,2,18,0,0,0.1
SMR_ADV,2,19,0,0,0.1
SMR_ADV,2,20,0,0,0.1
SMR_ADV,2,21,0,0,0.1
SMR_ADV,2,22,0,0,0.1
SMR_ADV,2,23,0,0,0.1
SMR_ADV,2,24,0,0,0.1
SMR_ADV,2,25,0,0,0.1
SMR_ADV,2,26,0,0,0.1
SMR_ADV,2,27,0,0,0.1
SMR_ADV,2,28,0,0,0.1
SMR_ADV,2,29,0,0,0.1
SMR_ADV,2,30,0,0,0.1
SMR_ADV,2,31,0,0,0.1
SMR_ADV,2,32,0,0,0.1
SMR_ADV,2,33,0,0,0.1
SMR_ADV,2,34,0,0,0.1
SMR_ADV,2,35,0,0,0.1
SMR_ADV,2,36,0,0,0.1
SMR_ADV,2,37,0,0,0.1
SMR_ADV,2,38,0,0,0.1
SMR_ADV,2,39,0,0,0.1
SMR_ADV,2,40,0,0,0.1
SMR_ADV,2,41,0,0,0.1
SMR_ADV,2,42,0,0,0.1
SMR_ADV,2,43,0,0,0.1
SMR_ADV,2,44,0,0,0.1
SMR_ADV,2,45,0,0,0.1
SMR_ADV,2,46,0,0,0.1
SMR_ADV,2,47,0,0,0.1
SMR_ADV,2,48,0,0,0.1
SMR_ADV,2,49,0,0,0.1
SMR_ADV,2,50,0,0,0.1
SMR_ADV,2,51,0,0,0.1
SMR_ADV,2,52,0,0,0.1
SMR_ADV,2,53,0,0,0.1
SMR_ADV,2,54,0,0,0.1
SMR_ADV,2,55,0,0,0.1
SMR_ADV,2,56,0,0,0.1
SMR_ADV,2,57,0,0,0.1
SMR_ADV,2,58,0,0,0.1
SMR_ADV,2,59,0,0,0.1
SMR_ADV,2,60,0,0,0.1
SMR_ADV,2,61,0,0,0.1
SMR_ADV,3,1,0,0,0.1
SMR_ADV,3,2,0,0,0.1
SMR_ADV,3,3,0,0,0.1
